Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDA37,3166.13183443,OUT027
FDH46,1446.15247444,OUT018
FDS25,1834.60615744,OUT035
FDH04,2569.41180179,OUT027
FDX52,2988.31290327,OUT046
NCD42,586.016044539,OUT017
FDW47,1991.97747368,OUT017
FDL25,2605.62222371,OUT027
NCJ06,277.796226607,OUT010
FDY09,2810.93338092,OUT013
FDS40,597.936234219,OUT046
FDH41,3713.25639067,OUT017
FDG38,1412.52004777,OUT035
FDU03,5178.54980384,OUT027
FDV20,2006.55463507,OUT046
DRB13,2848.22478449,OUT045
NCQ30,2174.08185604,OUT013
NCH06,3560.29821874,OUT013
FDU50,1765.74441027,OUT018
NCO42,352.337607756,OUT019
FDW09,1228.75866362,OUT018
FDH04,1446.58334945,OUT013
FDC21,1811.49157253,OUT045
FDL21,667.331777025,OUT049
FDM46,221.896969937,OUT010
FDT22,155.633444426,OUT019
FDB28,3306.71485409,OUT035
FDI12,1254.456538,OUT018
FDA28,1883.29122492,OUT045
FDF59,1997.36415211,OUT013
FDM45,3165.10405638,OUT027
FDQ56,1407.53424579,OUT017
FDR46,2600.59706927,OUT049
FDT01,3496.83663684,OUT013
FDD16,1422.20637109,OUT027
NCU30,357.261570097,OUT010
FDM40,350.381430449,OUT010
FDI56,1458.13756252,OUT035
NCS30,2105.80992906,OUT013
FDU08,1570.60089518,OUT017
FDX51,5455.09921821,OUT027
FDA43,3294.27185848,OUT045
FDX59,104.187824192,OUT010
FDC37,1448.09760387,OUT018
FDP58,3497.11731717,OUT013
NCY42,2249.1843841,OUT035
FDF21,2930.07445525,OUT018
FDU10,1265.89852653,OUT027
DRL47,1818.6089131,OUT018
FDA58,3395.86834632,OUT018
FDJ22,2974.7946753,OUT049
FDK50,2619.88634009,OUT046
FDO38,1283.21688131,OUT035
DRF60,4240.5127262,OUT035
NCZ42,580.841309365,OUT019
FDD35,2176.83768226,OUT049
FDL25,1442.13884794,OUT045
FDJ16,866.656000105,OUT013
DRK59,3569.38603594,OUT049
FDI50,3915.04865394,OUT046
NCB19,1415.55354856,OUT045
DRI37,938.696461634,OUT035
FDA14,4099.30636412,OUT027
FDC08,3393.5856434,OUT018
FDS45,1671.69982364,OUT046
FDI21,1089.39197405,OUT049
DRJ47,2802.02813315,OUT035
DRE37,5281.4847456,OUT027
FDT55,2312.16514194,OUT018
NCG42,3169.82182353,OUT027
FDA31,2810.0779866,OUT049
NCW42,4149.58617538,OUT046
FDF50,3302.7472551,OUT017
FDK56,3314.92468924,OUT049
FDX10,586.896383141,OUT035
NCK07,4154.44801198,OUT027
FDZ49,3739.45813085,OUT017
FDR33,1651.03560378,OUT013
FDO44,1467.97296907,OUT018
FDA20,3314.92412233,OUT046
NCL30,1885.42686395,OUT045
FDI05,159.501872386,OUT019
FDQ12,3383.13478431,OUT018
FDH47,1772.21798036,OUT017
FDH34,2932.64451338,OUT018
FDF29,2204.77951688,OUT046
FDG40,531.653531933,OUT018
NCE18,4047.44338082,OUT017
FDP21,486.808091131,OUT010
FDY50,1430.96927694,OUT013
FDB36,2190.61667609,OUT049
NCZ29,2004.34014867,OUT049
FDU20,1808.82443525,OUT018
FDO56,1923.64368673,OUT013
FDW31,3125.85647145,OUT049
DRH59,1158.60008105,OUT013
NCB30,3110.1703448,OUT017
FDK43,3168.14217196,OUT027
FDW43,3706.92967234,OUT045
NCL19,2249.40099562,OUT017
FDJ27,1800.37636546,OUT046
FDC45,2968.37020225,OUT046
FDY40,731.793252107,OUT035
NCM41,1334.46218974,OUT035
NCK18,413.263025978,OUT019
FDP37,2115.07450746,OUT049
FDA27,6149.77193526,OUT027
NCX30,3954.7696282,OUT035
FDR09,4314.32213592,OUT017
FDG08,4203.49068394,OUT027
NCU30,2356.33679413,OUT013
FDB16,1416.78227902,OUT017
FDM16,1107.86124893,OUT017
FDC48,1442.46639164,OUT013
NCF18,2970.5598329,OUT046
FDU46,1251.36188645,OUT018
FDH41,3343.5345014,OUT018
NCN42,352.446276779,OUT010
FDU49,1311.96578341,OUT046
FDB20,2366.04631614,OUT027
FDG50,219.526879461,OUT019
FDW20,1894.53940685,OUT045
NCO55,1811.46708619,OUT049
FDX48,2608.27137304,OUT046
FDU48,2009.02998281,OUT046
FDR48,352.807039485,OUT019
FDK27,2188.33999869,OUT013
FDT35,2493.45061383,OUT013
FDN12,1525.48386982,OUT049
NCE31,104.187824192,OUT019
FDL21,657.04574838,OUT017
FDV56,1673.08590249,OUT017
FDR16,3732.511827,OUT017
NCP41,1673.67225599,OUT049
FDJ27,1805.92072339,OUT013
FDA07,2173.2582805,OUT017
FDK55,1433.43784736,OUT049
FDM33,3523.50396543,OUT049
FDY46,2976.07141113,OUT046
FDD36,1945.83678256,OUT046
FDB12,2618.49909759,OUT027
FDF28,281.236909548,OUT019
NCE07,286.778982026,OUT019
FDW50,4156.98957657,OUT027
NCW18,4224.25202477,OUT017
NCJ17,215.275861084,OUT019
DRZ24,278.298655091,OUT010
FDS07,1917.91091198,OUT035
NCW05,272.136194975,OUT010
FDZ22,1245.67784706,OUT018
FDK02,1930.70116953,OUT046
FDZ45,5457.89312419,OUT027
FDL25,1425.95350949,OUT046
FDS08,2804.22983641,OUT045
NCZ42,6149.77193526,OUT027
FDX57,1778.26452505,OUT035
FDF21,3307.15196344,OUT046
FDJ56,1422.13598603,OUT018
FDX10,562.780273575,OUT013
DRG48,2597.50195935,OUT035
DRN37,2550.89394765,OUT046
NCY41,531.955984512,OUT018
FDN28,1671.71317957,OUT045
FDE34,3286.63406941,OUT045
FDR10,2642.23568361,OUT045
FDC32,1457.32074824,OUT017
DRG13,2633.41296607,OUT046
FDP59,1807.66169018,OUT049
NCT53,413.571064037,OUT010
FDL57,6149.90996653,OUT027
FDN32,480.513742793,OUT010
FDK09,3373.28692668,OUT018
FDA52,426.343260277,OUT010
FDC57,2974.3104586,OUT049
FDI09,3798.59936225,OUT035
NCB07,3099.86650606,OUT046
FDP26,1516.87384514,OUT035
FDP40,3146.23329448,OUT027
FDL15,2587.72126544,OUT013
FDV07,1682.69992272,OUT046
FDS03,1091.33707815,OUT017
FDE50,2840.77415196,OUT049
FDQ15,1283.54707226,OUT017
FDQ33,352.400021587,OUT010
FDT22,866.42811476,OUT013
DRO35,1925.72468225,OUT035
FDJ41,4351.93802629,OUT049
FDQ27,1809.94007545,OUT035
FDC26,1887.57209318,OUT017
NCF43,3186.88648402,OUT027
NCR50,2481.4882505,OUT035
FDE39,1811.21282138,OUT018
FDN49,1267.08961011,OUT027
DRG11,1650.19635269,OUT035
NCA18,1928.45300165,OUT049
FDM36,2783.86659291,OUT018
FDW32,1427.84059763,OUT017
NCQ18,225.245654308,OUT010
FDX14,1477.4654244,OUT027
FDD46,2485.47553618,OUT017
FDI34,580.884603896,OUT019
NCJ17,1429.61639473,OUT035
FDB52,4345.35647787,OUT035
FDV55,2279.09991617,OUT018
FDC57,2969.67214468,OUT046
FDB29,1930.37088054,OUT046
NCO43,1800.86012052,OUT035
FDG44,906.165074549,OUT045
FDJ34,1880.28951809,OUT045
FDH40,1422.48827393,OUT049
NCD07,3146.17728238,OUT027
FDB41,783.765415681,OUT017
FDH47,1409.62046152,OUT018
DRK37,3306.96752175,OUT035
FDM25,425.295820806,OUT019
NCX06,2842.02397629,OUT045
NCS05,2192.3300715,OUT017
FDS39,1911.48998237,OUT045
FDC47,6150.07952929,OUT027
FDG20,2811.61431266,OUT013
DRL23,1649.03122537,OUT017
FDY33,2898.23292451,OUT013
NCH18,3721.5786583,OUT045
FDX47,2349.68769933,OUT035
NCB06,2629.11588444,OUT045
FDP36,735.037479645,OUT049
FDW44,2786.96136256,OUT018
NCU41,2910.14260099,OUT018
NCS17,1775.99684725,OUT046
FDD46,2497.38519665,OUT035
FDE45,3155.75257179,OUT017
FDI09,3791.51039473,OUT017
NCJ54,580.939076052,OUT010
NCA29,3128.48562088,OUT018
NCN41,3165.3959495,OUT027
FDY34,2641.47031056,OUT035
NCG55,1924.96664546,OUT035
DRM49,680.905031695,OUT046
NCB42,1942.44090134,OUT049
FDE58,1855.57830402,OUT045
DRJ25,749.508995623,OUT013
FDS47,214.941854804,OUT010
FDY21,3125.15592358,OUT049
NCI54,1700.79045639,OUT013
FDO24,2506.62140477,OUT017
FDY43,2969.47887354,OUT035
FDF35,1448.34836699,OUT018
NCP29,156.527352222,OUT019
FDN28,2618.55510969,OUT027
FDJ50,739.680448948,OUT018
FDQ14,4103.94439343,OUT027
FDC37,1650.57622338,OUT035
FDN08,2091.13119592,OUT046
FDD04,2237.02531727,OUT035
FDW34,3420.95603264,OUT018
FDP04,1088.71975492,OUT017
NCG07,2985.03500445,OUT017
NCN14,3260.61128925,OUT018
FDJ16,916.604506931,OUT045
NCM42,1675.23550516,OUT045
NCF19,737.025054816,OUT046
FDY21,2925.44870223,OUT018
FDY19,1924.47667924,OUT035
FDV09,2602.70780996,OUT045
FDA28,1998.65482067,OUT013
FDC38,1820.86486723,OUT018
FDL28,3790.72484085,OUT045
NCH43,3496.08065519,OUT049
NCN53,589.667737349,OUT045
NCW05,1811.43079438,OUT017
NCO30,2809.57019158,OUT018
FDT04,104.187824192,OUT019
FDB27,2928.46835255,OUT018
NCK07,2376.51410001,OUT013
NCA53,747.996072909,OUT013
FDB33,2320.62469211,OUT018
FDU37,1390.63559135,OUT017
FDR13,1922.73952889,OUT035
FDE45,2822.04325117,OUT049
FDV37,3118.89077775,OUT017
FDX44,223.058201741,OUT019
NCL06,4066.46761491,OUT017
FDJ28,2979.61950774,OUT045
FDX55,4140.602342,OUT049
NCK17,537.668496885,OUT018
FDH52,955.727995912,OUT035
FDN13,2618.49909759,OUT027
FDK44,2615.86835341,OUT018
FDU16,1305.16402293,OUT046
FDZ07,938.670979206,OUT017
NCN06,4156.98957657,OUT027
FDH02,220.942192714,OUT010
NCW18,4205.4635094,OUT045
FDH57,2184.00383592,OUT013
FDV35,2472.96026029,OUT045
NCU29,2581.07371414,OUT013
NCP02,943.574050898,OUT046
FDN44,2619.36112504,OUT013
FDX03,548.249505082,OUT018
FDR11,357.472801721,OUT010
FDA36,2859.88836835,OUT046
FDP58,5483.83818913,OUT027
FDH31,1486.44227904,OUT045
FDH34,3305.93750598,OUT035
FDS13,4336.86980995,OUT035
FDT01,3346.68339612,OUT018
FDY09,3155.12579224,OUT049
FDV33,6149.77193526,OUT027
NCW29,279.148544245,OUT010
NCN17,1804.85162215,OUT045
FDX01,1945.11707254,OUT046
FDL03,3104.07773516,OUT049
DRL59,824.236364185,OUT049
DRM11,6150.07952929,OUT027
FDA43,3305.842588,OUT049
FDZ56,414.639792587,OUT010
FDI44,1227.87311922,OUT018
FDB50,1435.8075614,OUT013
FDU15,104.187824192,OUT019
NCJ19,155.479077762,OUT019
FDD48,1927.64517866,OUT013
NCW42,4167.37417092,OUT035
FDL24,3154.22065575,OUT017
NCB30,2940.43653082,OUT013
FDK25,2573.68996858,OUT013
FDW28,3106.83455691,OUT049
FDD47,2807.30010505,OUT017
FDK16,224.610945208,OUT019
FDW37,1334.19111531,OUT046
FDA48,3738.85168032,OUT035
FDA14,2884.43433321,OUT017
FDV15,1591.99476914,OUT013
FDN22,4018.56109774,OUT049
NCD55,661.759124164,OUT045
FDY43,2939.5794502,OUT013
NCU05,1286.26659278,OUT017
FDF10,2896.49787389,OUT035
FDR39,3263.94396178,OUT018
FDG40,562.74571286,OUT013
FDZ28,281.85363131,OUT019
FDE02,1447.46787229,OUT045
FDU60,2542.45512215,OUT049
FDM21,4336.20106687,OUT013
FDV52,280.068284254,OUT019
NCW06,2944.089848,OUT013
FDX36,3742.85146969,OUT035
FDT35,4160.23432693,OUT027
NCL19,280.773747701,OUT010
NCD31,2640.72847048,OUT046
FDE53,274.350355067,OUT019
FDW58,228.872372492,OUT019
DRF48,3312.76419661,OUT046
FDW57,2647.5803097,OUT035
DRH13,1649.84383842,OUT017
FDT33,2402.66975756,OUT013
DRK47,6150.07952929,OUT027
FDY22,290.080912337,OUT010
FDC35,578.716249238,OUT019
FDO03,3889.13358826,OUT013
FDF24,1291.90737718,OUT045
FDF56,2817.10466444,OUT018
FDD28,866.168021506,OUT013
FDG53,3175.75631997,OUT027
FDO27,225.410426426,OUT019
NCF54,2774.30207379,OUT018
FDC20,1344.33084736,OUT027
FDU10,667.831738164,OUT046
DRA24,2321.11609567,OUT018
FDA02,353.019605719,OUT010
FDG10,915.801814808,OUT017
FDW39,426.82682709,OUT010
FDP04,157.841139268,OUT019
NCM55,3296.57065746,OUT013
FDG47,4354.9746806,OUT045
NCU41,2967.62497856,OUT017
NCK31,735.655739496,OUT017
FDZ46,1652.19367845,OUT045
FDU13,4100.27020267,OUT027
NCF19,728.823276139,OUT045
NCJ43,2649.06005611,OUT013
NCJ05,2475.5764864,OUT045
FDS04,3171.51885647,OUT027
FDX28,225.704883767,OUT010
FDB41,1288.30737272,OUT027
FDG53,2247.29734531,OUT046
FDL15,354.188374046,OUT010
FDQ08,854.203386889,OUT049
DRN36,1563.83020758,OUT013
FDI46,4316.3222262,OUT013
FDG16,5483.9762204,OUT027
FDV32,918.659803569,OUT013
FDF44,279.605037098,OUT010
FDK04,825.852532371,OUT018
NCA41,2946.12899858,OUT013
FDD51,663.349219615,OUT017
NCZ53,3297.12416037,OUT045
FDP01,4105.16112275,OUT027
FDY25,3296.88851965,OUT049
FDB17,2819.36869615,OUT018
NCV54,1806.85154559,OUT018
FDJ32,1088.06082973,OUT017
FDA37,2000.08945917,OUT049
FDG35,2646.18793646,OUT035
NCM05,3488.91971933,OUT018
FDG45,3500.14485351,OUT046
FDH28,567.034000493,OUT013
NCE18,4027.19149259,OUT049
FDH38,1868.39028045,OUT045
FDR56,2948.49567469,OUT013
FDH17,2612.57331349,OUT027
FDD39,3503.62915778,OUT049
FDB41,793.856570829,OUT049
NCR53,3524.4699813,OUT046
FDX46,916.102568674,OUT017
FDV28,595.647983267,OUT049
FDA08,2311.4822419,OUT018
FDH45,658.811710035,OUT017
NCS38,277.46197159,OUT010
FDD40,490.9024599,OUT010
DRM59,2600.35382649,OUT035
NCJ43,3128.46101566,OUT018
NCN29,748.233255447,OUT013
NCC19,3305.69021308,OUT045
FDR56,3118.67063868,OUT035
FDZ43,4208.41473767,OUT049
FDJ32,155.740400765,OUT010
DRH03,1334.3190766,OUT017
NCZ54,2925.2749003,OUT035
FDE26,2487.14869984,OUT017
FDS03,1091.1608826,OUT045
DRZ24,280.586562523,OUT019
FDO48,5483.80665764,OUT027
FDW39,2651.08326839,OUT049
NCK05,866.779035977,OUT049
NCK30,4048.7423338,OUT017
FDT27,3399.54364634,OUT018
FDS08,426.032565287,OUT019
NCJ19,825.703651796,OUT049
FDC58,663.759825388,OUT045
DRE37,2956.84605511,OUT013
FDW02,2177.22650342,OUT035
FDJ02,353.339715701,OUT010
FDX09,2810.56612862,OUT045
FDT31,485.77100065,OUT010
FDI24,2819.43312076,OUT049
FDY09,3149.57447714,OUT045
FDV28,589.434406198,OUT045
DRM47,3312.44627642,OUT049
FDT52,580.841309365,OUT019
FDI48,814.091323522,OUT018
FDY55,4324.62967862,OUT017
FDU48,2000.64990263,OUT013
FDN25,915.484793485,OUT045
FDP20,2005.99431111,OUT049
FDJ15,3293.36574996,OUT013
FDD04,1821.86567527,OUT018
FDY58,3700.59275582,OUT045
FDR37,3271.80306177,OUT018
FDF44,1999.98235667,OUT013
FDD32,1298.65578738,OUT045
FDR57,2601.00853056,OUT017
DRG39,1344.44253713,OUT027
FDX15,2905.94384838,OUT017
DRN37,2521.08769407,OUT045
FDW40,3175.70030786,OUT027
FDB32,1459.45934852,OUT049
FDM40,1862.72082083,OUT018
FDE39,3156.27021785,OUT027
DRH49,1298.30199085,OUT017
FDT46,735.067469844,OUT049
NCF06,4064.40924063,OUT035
FDP07,3098.97128644,OUT017
FDC04,3704.76437753,OUT013
FDZ32,1671.66128731,OUT017
FDD50,2548.03572943,OUT045
FDU56,3296.64602673,OUT017
FDV34,1098.58258486,OUT017
NCY41,563.04816544,OUT013
NCK18,2634.68495238,OUT046
DRH25,811.557361968,OUT049
FDT57,3934.42617413,OUT046
FDV56,1448.52951532,OUT018
FDV12,1778.20059286,OUT045
FDN52,1418.05021614,OUT017
FDX38,727.595450231,OUT035
FDE47,1816.17101056,OUT018
NCO07,3611.95595367,OUT013
FDV09,4100.56742374,OUT027
FDZ23,481.93374309,OUT019
DRH51,1252.94310877,OUT018
NCY54,2804.89987747,OUT045
DRG49,3576.82746537,OUT013
NCC19,3317.23871506,OUT049
NCV53,3965.08882518,OUT045
FDZ47,227.95115773,OUT019
NCO26,1781.68330738,OUT018
NCP02,948.996235214,OUT045
NCW30,3485.09946188,OUT018
NCN55,4229.62593323,OUT046
FDB20,161.662412982,OUT010
DRL11,2340.45876079,OUT013
DRD60,3293.0337335,OUT045
FDW14,215.414904769,OUT010
FDL27,158.943817205,OUT010
FDU09,825.592619988,OUT018
DRH36,1422.05967375,OUT027
FDP34,4121.32727257,OUT027
FDE04,2647.44973615,OUT017
FDZ57,3169.82182353,OUT027
FDF02,226.136680624,OUT010
FDG28,4242.10505341,OUT045
NCI31,598.238686799,OUT046
FDT43,753.153217867,OUT013
FDU20,2195.4906684,OUT046
FDD53,570.42335673,OUT013
FDW15,2606.50695577,OUT045
NCT53,2367.95346962,OUT045
NCG55,3146.39137068,OUT027
FDD48,1922.73076125,OUT035
FDG47,4348.96273432,OUT049
FDI21,1089.78588465,OUT017
FDT27,3765.21559726,OUT017
DRO35,1929.23305265,OUT013
FDD33,3754.0723697,OUT017
FDC04,3728.38913412,OUT035
FDY34,2622.04751325,OUT013
DRJ49,2197.91310297,OUT049
FDE05,2333.98817759,OUT049
FDU31,3665.17197385,OUT017
NCN19,5281.31518284,OUT027
FDK56,5279.06987062,OUT027
FDK58,1516.92756192,OUT017
NCJ42,1670.98640142,OUT035
FDZ34,5441.09916216,OUT027
FDA52,3116.41695262,OUT018
NCR29,865.286363525,OUT013
FDT48,3342.59958022,OUT035
DRJ51,580.948038322,OUT019
NCS54,2821.17393665,OUT046
FDV01,2478.18834254,OUT035
DRG51,4154.44801198,OUT027
NCG42,2007.94941795,OUT013
FDA51,1926.060844,OUT049
FDV19,357.665584875,OUT010
NCT18,3295.80662988,OUT045
NCS41,3297.16769585,OUT045
FDO03,4187.57731441,OUT046
FDL12,155.671824452,OUT010
FDY37,348.869781055,OUT010
FDI58,1275.67729014,OUT049
FDT28,2287.80434843,OUT018
NCC42,279.682409086,OUT010
FDO01,2192.13938826,OUT017
FDJ02,2593.65417696,OUT013
FDQ04,539.044288831,OUT018
DRL47,2001.89334151,OUT013
FDZ32,1673.54965511,OUT035
FDC35,3683.99173678,OUT035
FDX14,1105.83451669,OUT045
FDZ35,1670.77689036,OUT013
FDL14,2331.32325261,OUT013
FDO04,824.529305056,OUT049
DRK11,2590.49689313,OUT017
FDB44,3360.38809708,OUT018
FDZ50,3314.92750006,OUT049
FDI12,2561.79342539,OUT027
FDU43,4221.15056779,OUT017
FDD58,223.828019832,OUT010
FDB27,3303.25218764,OUT017
FDB04,1429.71394196,OUT018
NCO17,1975.42445399,OUT013
FDL12,916.479804716,OUT017
DRJ13,2619.92740538,OUT049
FDD57,1563.03262754,OUT045
FDW19,1698.85185017,OUT035
DRD27,1438.75298899,OUT018
FDH27,4097.88566781,OUT027
NCW30,6149.77193526,OUT027
FDR40,1230.57041066,OUT018
FDG05,2342.44876377,OUT013
NCY41,104.187824192,OUT019
FDI38,3305.03969117,OUT018
FDR20,672.290690536,OUT046
FDE09,1652.17430467,OUT017
FDN50,224.835517011,OUT019
DRF27,2597.18457051,OUT045
DRF51,563.130152342,OUT013
NCO02,159.206075956,OUT019
FDB51,1371.83542382,OUT027
FDJ50,848.910575006,OUT013
FDN52,1431.63955435,OUT013
FDX14,1435.1376693,OUT013
FDT27,581.042666799,OUT019
FDV10,568.918532466,OUT013
FDU33,681.372058706,OUT046
FDU58,3309.0160198,OUT046
NCP42,5455.09921821,OUT027
FDL51,5483.80665764,OUT027
DRH15,1288.25566144,OUT027
FDU16,1304.98949741,OUT017
FDW15,2600.57316657,OUT017
FDQ44,1884.65323124,OUT045
NCI06,5172.87578425,OUT027
DRK23,580.415431298,OUT019
FDC28,1520.81266005,OUT035
NCY17,104.187824192,OUT019
NCV05,2283.48628647,OUT018
FDM34,282.339718041,OUT019
DRD60,5262.79737828,OUT027
FDT38,1309.53660604,OUT046
FDQ57,2277.28539452,OUT018
FDE59,1263.63277573,OUT027
NCM43,2642.23383352,OUT046
DRI51,2643.95148417,OUT049
NCG30,2101.02483152,OUT017
NCK54,1924.57034806,OUT035
FDQ16,275.633253608,OUT019
FDI36,2947.23910924,OUT013
FDX16,4100.27020267,OUT027
FDA34,3151.6976023,OUT046
FDJ48,3440.62580938,OUT018
FDU47,2108.60326714,OUT035
FDS39,2263.86917083,OUT046
FDD11,4337.26228937,OUT046
FDM16,1399.20674689,OUT027
FDU56,3271.39016288,OUT018
FDQ32,1992.50765279,OUT017
DRK35,567.343220114,OUT013
FDA58,3556.68533483,OUT049
DRG48,351.207467754,OUT019
FDT59,581.028561218,OUT010
FDQ31,219.978299002,OUT019
FDS51,1092.76079814,OUT018
FDW32,2525.37947429,OUT027
FDI15,6150.07952929,OUT027
NCV30,960.34492368,OUT017
DRG25,3310.06954552,OUT049
FDT02,562.74571286,OUT013
FDO33,3146.33535857,OUT027
FDP38,730.988436341,OUT035
FDZ45,3119.39017734,OUT035
NCA54,5172.87578425,OUT027
FDU33,782.264813632,OUT017
FDN58,4197.80647055,OUT017
FDI05,1120.70258229,OUT045
FDM57,211.848253424,OUT019
NCS42,2569.35578969,OUT027
FDB57,3677.86181939,OUT045
FDC03,3298.30393287,OUT045
FDZ58,1995.18185772,OUT013
NCK29,1878.41562319,OUT045
NCR53,3739.18930082,OUT045
FDE26,4099.30636412,OUT027
FDU52,2337.74754543,OUT049
FDE41,2468.73064751,OUT027
FDU38,2930.19986179,OUT018
FDA52,3141.71465116,OUT017
FDW46,1111.93400564,OUT046
DRI59,3909.39479526,OUT035
FDT38,1305.09895239,OUT035
FDL33,2928.83742605,OUT018
FDQ01,6149.77193526,OUT027
FDJ08,3307.89633384,OUT046
FDQ47,595.647983267,OUT049
NCZ18,4010.93508931,OUT013
FDE29,944.391028292,OUT017
FDF10,4099.30636412,OUT027
FDC48,1422.45647761,OUT049
FDY58,3669.86694795,OUT013
NCX30,581.613295996,OUT010
FDV11,2647.57051207,OUT013
FDT46,736.953636312,OUT046
DRD01,155.45799426,OUT019
FDQ11,4046.74446702,OUT013
NCM41,1334.8061205,OUT017
NCC55,563.04816544,OUT013
FDG45,5483.83818913,OUT027
NCQ54,2964.4989015,OUT049
FDM34,1886.02298015,OUT045
FDD17,580.372136767,OUT019
FDN38,6149.90996653,OUT027
FDB53,2290.15264431,OUT018
NCL06,4072.01108744,OUT035
NCV18,211.848253424,OUT019
FDX25,3298.53957778,OUT013
FDB39,942.718151984,OUT046
FDC33,3306.36434117,OUT049
NCO14,550.405978167,OUT018
FDA58,6149.94149802,OUT027
NCQ02,2850.88899695,OUT017
NCR53,3751.08081486,OUT017
FDN52,1418.93575454,OUT046
FDG26,4333.04800671,OUT046
FDE23,1289.56231531,OUT027
DRI37,872.616305951,OUT013
DRH37,2328.60117125,OUT018
FDO01,2188.58039385,OUT035
FDK45,1929.93495319,OUT049
FDP23,3857.00786519,OUT049
FDM33,3737.32633203,OUT035
FDD36,2180.02188445,OUT017
FDL56,1305.70405785,OUT017
FDT27,581.093086291,OUT010
FDG52,666.78169726,OUT017
NCL42,4222.30195352,OUT035
DRJ24,2994.31279488,OUT046
FDV38,929.83654504,OUT046
FDT35,2544.16445152,OUT045
FDY51,3722.08504352,OUT045
FDC37,1595.01714753,OUT017
NCP43,3268.6522308,OUT013
FDO33,1680.08344758,OUT045
FDW04,1817.7835037,OUT018
NCC31,2600.65186248,OUT046
FDK22,3635.58214672,OUT049
FDJ50,914.909927276,OUT017
FDV13,1313.4276614,OUT017
DRL60,2589.41403856,OUT017
FDW03,1671.65615101,OUT017
FDY27,2657.62906993,OUT035
FDB39,1344.23682543,OUT027
FDU59,2518.98376621,OUT045
FDZ57,2190.84124905,OUT049
FDO21,3669.62446748,OUT049
FDS43,2933.27516726,OUT018
FDU28,487.184794616,OUT010
FDC51,278.374181876,OUT010
FDW16,221.694461357,OUT010
FDP32,279.40671964,OUT010
FDB60,489.940068759,OUT019
NCQ30,2181.32766243,OUT046
FDD26,3312.46915172,OUT049
FDI44,1282.85114911,OUT045
DRH23,943.926758223,OUT046
FDO44,1538.70461435,OUT046
FDG04,2853.38033932,OUT046
FDM32,2589.89592595,OUT027
FDM09,2422.3392444,OUT013
FDZ47,1492.19582565,OUT013
FDM40,3211.57955201,OUT027
FDY48,1591.92220495,OUT017
NCM30,663.351957973,OUT045
FDX36,581.093086291,OUT010
DRF03,655.863638649,OUT017
FDN51,4060.07606503,OUT049
FDM57,1422.87012181,OUT049
FDB35,1456.85083545,OUT049
FDY13,2364.95158389,OUT027
FDA37,1990.57609216,OUT017
NCX53,2251.46856088,OUT017
FDD59,1233.56460174,OUT018
FDX10,104.187824192,OUT019
FDC03,2928.94087022,OUT018
FDW43,3691.65482261,OUT035
FDW10,2632.72972258,OUT046
FDY14,6150.07952929,OUT027
FDV43,775.920229722,OUT045
FDO40,2588.72673557,OUT013
FDP46,2577.44024319,OUT027
NCE43,414.598305493,OUT019
FDD05,2180.6004643,OUT035
FDJ60,414.22939881,OUT010
DRE27,1414.78230408,OUT018
FDO11,4045.55077299,OUT035
DRG11,2626.22097385,OUT027
FDK33,581.029276785,OUT010
DRM23,2969.26759661,OUT045
FDJ02,4099.30636412,OUT027
NCZ05,1809.73554838,OUT045
NCL30,1998.81223444,OUT013
FDZ19,2782.54880859,OUT018
FDM45,2106.63191091,OUT049
FDO36,3154.19546384,OUT046
NCK31,729.993435966,OUT045
DRJ37,2344.50962767,OUT045
FDP24,1809.17519814,OUT018
FDF46,1920.34167371,OUT013
FDX46,155.566126839,OUT019
NCL18,3095.20532314,OUT045
FDJ26,3478.78265821,OUT013
FDJ07,1866.66871686,OUT045
FDY15,2459.7741295,OUT013
DRG01,1116.00982955,OUT045
FDF58,1088.99711145,OUT045
FDZ14,280.66690502,OUT019
FDP31,1089.72389176,OUT049
FDH45,569.79191061,OUT013
FDA09,425.956880055,OUT010
FDW31,3121.5918175,OUT035
FDA57,670.234581356,OUT046
NCE55,2652.05035495,OUT035
FDC17,579.660733554,OUT019
FDC59,1140.08511688,OUT013
FDA22,2394.93278679,OUT013
FDK52,3762.65729048,OUT035
NCM26,2474.58240526,OUT046
NCT53,2388.73590134,OUT035
FDW45,2289.61043693,OUT018
NCI18,3893.55165558,OUT035
FDE38,2303.39372702,OUT018
FDF08,219.944993429,OUT019
FDY58,580.580619163,OUT010
FDF58,156.447558209,OUT019
FDX39,4146.01238808,OUT017
FDB44,3867.5172205,OUT049
FDF28,2000.94061063,OUT013
FDE39,1927.77101181,OUT013
FDT37,3475.7821607,OUT018
FDZ45,3136.73344602,OUT017
FDO40,2608.04641941,OUT035
FDM57,2511.66607352,OUT027
DRG36,3146.83758156,OUT017
FDY36,159.058537386,OUT010
DRL60,4105.16112275,OUT027
FDS25,276.467292015,OUT019
DRF49,3146.17728238,OUT027
FDP16,4224.88665065,OUT045
FDS60,3275.26094633,OUT049
FDU15,1265.78704447,OUT027
FDK43,2198.94089727,OUT046
FDN25,943.424586393,OUT046
FDE53,1593.3228833,OUT049
FDB22,2479.84925131,OUT013
FDE39,2167.31196782,OUT017
FDX35,3759.55560554,OUT035
NCG54,2972.88360069,OUT049
FDH27,2341.11723063,OUT035
NCK42,3832.91185326,OUT013
